icd_11_id	name	icd_11_code
207659153	Haemangioblastic meningioma	XH3L73
1110268915	Meningothelial meningioma	XH40T5
1835901277	Psammomatous meningioma	XH4ZM7
1116400515	Transitional meningioma	XH4EX5
1566460631	Secretory meningioma	XH6Z51
1735683502	Immature teratoma of the lung	XH5MG2
1017912001	Germ cell tumour, regressed	XH4NU1
1708949131	Mucinous cystadenofibroma of borderline malignancy	XH2YZ1
553558274	Phyllodes tumour, borderline	XH5NK4
2013052154	Seminoma, NOS	XH9FM4
146148584	Chordoid meningioma	XH2LS4
2005741559	Clear cell meningioma	XH71V9
464502517	8851/3	
427552329	Meningiomatosis, NOS	
1478057031	8850/0	
1021576736	Atypical meningioma	XH1PF6
2060027262	8852/0	
1590634910	8851/0	
1331044354	9476/3	
605686933	9474/3	
1027858090	9472/3	
197070507	9477/3	
1796391936	9475/3	
1152894528	9478/3	
488447206	9473/3	
1374601222	9480/3	
1239367058	Teratocarcinosarcoma	XH1P78
1667076111	Lymphoplasmacyte-rich meningioma	XH0R11
333687507	Struma ovarii, malignant	XH5PU7
412704135	Meningioma, NOS	XH11P5
1277295600	Mixed germ cell tumour	XH2PS1
298311945	8850/3	
2086516805	8850/1	
245215939	8852/3	
83225919	8855/3	
1100315224	8854/0	
1473506747	Fibrous meningioma	XH5ZC7
1449575722	Mixed teratoma and seminoma	XH5U02
769450330	Microcystic meningioma	XH1F70
724248627	8860/1	
622532961	8860/0	
51749428	Angiomatous meningioma	XH6L68
1420260962	8851/1	
2132925892	8862/0	
86954275	8870/0	
1296820548	Sellar ependymoma	XH1Q28
488878256	Dysembryoplastic neuroepithelial tumour	XH0H76
316614931	9530/3	
696505915	9532/0	
1826832722	9535/0	
1720393390	9531/0	
1274881452	8854/3	
1018288653	9530/0	
1941508760	9530/1	
1218946384	9537/0	
1128105056	9534/0	
141369957	9538/3	
327143997	9538/1	
602638791	9533/0	
443843305	8858/3	
1894997854	8861/0	
1618710026	8857/3	
2070511186	8857/0	
548473149	8856/0	
1919037062	9539/1	
1292743948	9539/3	
1524166413	Intratubular malignant germ cells	XH8AD3
93817176	Carcinoma in situ, NOS	XH5NV6
1244908041	9000/1	
674847033	9020/1	
962315773	Mesonephroma, benign	XH5AH3
1827272772	9030/0	
2011571705	Astroblastoma	XH1DC5
1919457172	9016/0	
1141111643	9000/0	
1117242978	9012/0	
561859837	Adenoma of rete ovarii	XH3SX7
209567035	9020/3	
1104292917	9010/0	
731395788	Papillary ependymoma	XH9J28
1312836652	Diffuse midline glioma, H3 K27M-mutant	XH7692
2063996909	Oligoastrocytoma, NOS	XH6F49
124030582	Pleomorphic xanthoastrocytoma	XH99U2
81316964	Tanycytic ependymoma	XH4BJ4
829995112	Diffuse astrocytoma	XH8W32
513798842	Ependymoma, anaplastic	XH6922
1898960802	Diffuse intrinsic pontine glioma, H3 K27M-mutant	XH9YU2
1048620871	Ependymoma, NOS	XH1511
1627611607	Diffuse astrocytoma, low grade	XH6UY7
1052848374	Protoplasmic astrocytoma	XH6UV4
72739247	Ependymoma, RELA fusion-positive	XH2AY7
696403494	Diffuse astrocytoma, IDH-mutant	XH2HK4
249226402	9000/3	
1725112932	9013/0	
1419974099	Cellular ependymoma	XH54D9
1593883407	Astrocytoma, anaplastic	XH96C7
193248354	Gliomatosis cerebri	XH6ZH4
38838668	Gliosarcoma	XH9RC8
1096655771	Clear cell ependymoma	XH6E51
1180465075	Fibrillary astrocytoma	XH6C35
503688873	8881/0	
1313053561	Gemistocytic astrocytoma	XH5Y81
186702659	Choroid plexus papilloma, NOS	XH0RF9
141007733	9020/0	
977357483	8880/0	
389925055	9014/3	
1292307486	9015/3	
1253852583	Glioma, malignant	XH4RQ3
1832043614	9014/1	
2039050666	9015/1	
1381851096	9014/0	
1418406413	9011/0	
929237747	9015/0	
231121448	Cystic astrocytoma	XH36Y8
1264394556	Astrocytoma, NOS	XH6PH6
487340946	Astrocytoma, anaplastic, IDH-mutant	XH7HQ6
371288018	Anaplastic pleomorphic xanthoastrocytoma	XH8BK8
1217361825	Polar spongioblastoma	XH83Y5
1962792863	Astrocytoma, low grade	XH1S63
581900902	Glioblastoma, NOS	XH7F82
1198831571	Glioblastoma, IDH-wild type	XH5571
1391600051	Glioblastoma, primary, NOS	XH0MB1
1687223897	Choroid plexus carcinoma	XH3M77
867014124	Glioblastoma, secondary, NOS	XH17J4
1180260729	Medulloblastoma, NOS	XH8P29
1459145409	Diffuse midline glioma, NOS	XH3N49
1739022363	Glioblastoma, IDH mutant	XH4FN3
1711774517	Oligodendroblastoma	XH7CX7
1771524425	Diffuse intrinsic pontine glioma	XH61Y5
1235392779	Oligodendroglioma, NOS	XH7W59
354755197	Medulloblastoma, SHH activated, NOS	XH85M7
1993147011	Oligodendroglioma, IDH-mutant and 1p/19q co deleted	XH7K31
1162549306	Medulloblastoma with extensive nodularity	XH6JN6
955182444	Oligodendroglioma, anaplastic	XH8844
1698853218	Medulloblastoma, SHH-activated and TP53-wild type	XH9M38
1384769153	Oligodendroglioma, anaplastic, IDH mutant and 1p/19q co deleted	XH9QF3
464692063	Central primitive neuroectodermal tumour	XH89C3
913133221	Classic medulloblastoma	XH0RY1
1336866873	Medulloblastoma, group 3	XH5XD3
1997466498	Diffuse low-grade glioma, MAPK pathway-altered	XH17F8
16820265	Embryonal tumours with multilayered rosettes with C19MC alteration	XH51C5
315967029	Diffuse hemispheric glioma, H3 G34-mutant	XH2SS9
41211277	Infant-type hemispheric glioma	XH4ZM8
13531075	Anaplastic medulloblastoma	XH0H95
150565601	Diffuse paediatric-type high-grade glioma, H3-wildtype and IDH-wildtype	XH4Q01
310362286	Supratentorial PNET	XH7Y86
801757968	Well differentiated papillary mesothelioma	XH67N8
1687780661	Mesothelioma, benign	XH1SS1
168068812	Peritoneal inclusion cysts	XH8U12
620783456	Medulloblastoma, WNT-activated, NOS	XH0ZP6
976710984	Epithelioid mesothelioma, benign	XH0KC4
424726772	Pilocytic astrocytoma	XH12D2
543113874	Medulloblastoma, group 4	XH25R4
634305613	Angiomyolipoma, Epithelioid	XH0QR3
1881658944	Papillary tumour of the pineal region	XH3904
1598890849	Diffuse astrocytoma, IDH-wildtype	XH2C49
19107505	Wolffian tumour	XH2WJ5
1245644516	Lipofibromatosis	XH4QB6
1789861765	Epithelioid glioblastoma	XH2BA5
221360525	Giant cell glioblastoma	XH8UC5
1218852175	Adenocarcinoma of rete ovarii	XH71B5
35566333	9051/0	
952890389	9050/3	
422822623	Adenomatoid tumour, NOS	XH6BY3
749040565	Mesonephroma, malignant	XH5WG5
486302565	Desmoplastic nodular medulloblastoma	XH7PN5
2011322575	9110/0	
1438680077	Astrocytoma, anaplastic, IDH-wildtype	XH39Z7
2025477627	Melanotic medulloblastoma	XH4B47
1476046677	Large cell medulloblastoma	XH5PR7
1512958696	CNS embryonal tumour, NOS	XH8SH6
552492151	Medulloblastoma, WNT-activated, classic	XH3EX1
437409905	Medulloblastoma, non-WNT/non-SHH	XH87Q5
1703856928	Medulloblastoma, WNT-activated, Anaplastic type	XH2FW8
1147158338	Cerebellar sarcoma, NOS	XH5538
767275203	9052/1	
2064622792	Embryonal tumour with multilayered rosettes, NOS	XH0KZ2
1027553794	Medullomyoblastoma	XH8R14
713425803	Medulloblastoma, WNT-activated, Large cell type	XH5163
1103769374	Medulloblastoma, SHH-activated and TP53-mutant	XH1SH4
1655928918	9052/3	
1767022188	9052/0	
1293318762	9051/3	
2011856496	9053/3	
1057178298	Mesothelioma, biphasic, malignant	XH1DX8
1414491695	Epithelioid mesothelioma, malignant	XH0VP5
482030856	Well differentiated papillary mesothelioma of the pleura	XH85T6
216236697	8440/3	
335255987	8441/3	
1828228664	9054/0	
240969828	Fibrous mesothelioma, malignant	XH54S8
1657323364	9055/0	
89716430	Mesothelioma, malignant	XH0XV0
979180154	8453/3	
1458849173	Mucoepidermoid tumour	XH80V3
1968558829	8454/0	
431654049	8440/0	
259235042	8451/1	
1309224389	8453/2	
1783482823	8453/0	
808797574	8460/2	
976310951	8474/1	
1364426255	8460/3	
723580685	8461/0	
627769709	8480/6	
856923643	9063/3	
1290501743	8490/3	
1600392588	8480/3	
1418062770	8480/0	
1849712740	8450/0	
742010786	9110/1	
811545276	Fibrous mesothelioma, benign	XH2VV6
1187910536	9061/3	
412431961	9050/0	
1720766924	9060/3	
1242762123	8452/3	
602451264	9110/3	
65255162	8490/6	
662037511	8441/2	
807143276	8452/1	
1453002458	8443/0	
771870004	Atypical lipomatous tumour	XH0RW4
747897403	8442/1	
53542917	8441/0	
1006494038	8450/3	
1272952956	8472/1	
1077829190	8474/0	
443519211	8474/3	
785932941	8470/2	
561063715	8482/3	
1611372038	8480/1	
2082166128	9062/3	
1502888014	9065/3	
1428843115	9073/1	
898080962	9071/3	
2043314690	9064/3	
1296367542	9064/2	
1680359320	8461/3	
438477566	9080/0	
1781615654	8470/0	
87409441	8481/3	
1248868769	9082/3	
298009796	9072/3	
469343972	9086/3	
270661390	9084/0	
91812148	9083/3	
187893590	9084/3	
796386136	9085/3	
2056218709	9070/3	
244913930	9081/3	
259761352	9080/1	
11085402	9080/3	
1641064984	8470/3	
1130915844	Meningioma, malignant	XH0324
1587087755	9090/3	
2127023047	9091/1	
613811562	9090/0	
1178041789	Rhabdoid meningioma	XH6QS9
202045795	8840/0	
1295213329	Papillary meningioma	XH2NY9
1188292248	8841/0	
1470197661	9262/0	
37406769	8840/3	
689614936	Meningeal sarcomatosis	XH5976
912821570	Ossifying fibromyxoid tumour, malignant	XH3TB0
2036352469	Pulmonary myxoid sarcoma with EWSR1-CREB1 translocation	XH51Y9
165359117	8842/0	
410892652	Sclerosing epithelioid fibrosarcoma	XH4BT2
778749756	Myxosarcoma	XH5WF6
941849376	Low grade fibromyxoid sarcoma	XH4V76
1944423327	9261/3	
478292021	8842/3	
1284116503	9260/0	
1583783465	Infiltrating lipoma	XH5GN5
1803854541	Fibrolipoma	XH2SJ1
385545588	Lipoma, NOS	XH1PL8
467923410	Infiltrating angiolipoma	XH7TB0
1592290487	Ossifying fibromyxoid tumour	XH1DA7
1257531697	Pleomorphic lipoma	XH30M7
506603200	Intramuscular lipoma	XH3TE0
212666004	Myxoma, NOS	XH6Q84
1810868419	Angiomyxoma	XH9HK9
15079711	Thymolipoma	XH4G31
1203493632	Adamantinoma of long bones	XH8F52
236799898	Spindle cell lipoma	XH4E98
982727214	Hibernoma	XH1054
559791414	Angiomyolipoma	XH4VB4
815250037	Angiolipoma, NOS	XH3C77
877065198	Fibromyxolipoma	XH0PH8
292443838	Chondroid lipoma	XH7WX8
1196978574	Deep angiomyxoma	XH4V74
1642921265	Myelolipoma	XH17C5
287052516	Mucoepidermoid carcinoma	XH1J36
1532146135	Lipoblastomatosis	XH8L55
1538713873	9582/0	
348004740	9581/3	
778790764	9580/3	
298025660	Parachordoma	XH0S20
2038731127	Ancient schwannoma	XH0U07
1477550619	Acoustic neuroma	XH5T39
1476686246	Lymphangiosarcoma	XH10U6
238396704	9580/0	
587798737	Benign notochordal cell tumour	XH7MT7
1737364156	Lymphangiomyomatosis	XH10K6
215477652	Plexiform schwannoma	XH9XT2
586897002	Psammomatous schwannoma	XH9MN2
809718306	Neuroma, NOS	XH4UE6
455421912	Melanotic neuroectodermal tumour	XH6C72
855381527	8430/3	
336049700	Hybrid nerve sheath tumour	XH01G0
842137493	Schwannoma, NOS	XH98Z3
682216229	Superficial angiomyxoma	XH58A9
224289821	Nerve sheath tumour, NOS	XH27Y1
1929983515	Nerve sheath myxoma	XH3L35
151403258	Degenerated schwannoma	XH75P8
312661083	8430/1	
1947061497	Perineurioma, NOS	XH0XF7
852768588	Cellular schwannoma	XH8WW8
775323761	​Benign ​​Triton tumour	XH9J01
968938645	Neurofibroma, NOS	XH87J5
1196147098	Malignant peripheral nerve sheath tumour	XH2XP8
1393933495	Melanotic neurofibroma	XH2GD5
439846768	Solitary circumscribed neuroma	XH90Y8
597104444	Plexiform neurofibroma	XH2MJ4
204608772	Soft tissue perineurioma	XH9QH2
1727229828	Intraneural perineurioma	XH4BQ8
1333236216	Cellular neurothekeoma	XH1UZ6
1112976522	Neurilemoma, malignant	XH88C2
1993924981	Malignant peripheral nerve sheath tumour, epithelioid	XH4V81
648231110	Melanotic MPNST	XH5C30
413196830	Melanotic psammomatous MPNST	XH3NT0
432841548	Perineurioma, malignant	XH31C8
1649022573	Granular cell tumour, malignant	XH90D3
1822416815	MPNST with glandular differentiation	XH8HF5
498974533	MPNST with perineurial differentiation	XH3W53
125627414	Leiomyosarcoma, NOS	XH7ED4
861769358	MPNST with mesenchymal differentiation	XH7HR8
1716531235	Alveolar soft part sarcoma	XH8V95
1854596603	Angiomyosarcoma	XH27W3
867726878	Malignant peripheral nerve sheath tumour with rhabdomyoblastic differentiation	XH2VV8
1467040586	Ossifying fibroma	XH6M86
1861404115	Epithelioid leiomyosarcoma	XH13Z5
191920280	Aneurysmal bone cyst	XH23E0
1948787633	Mixed embryonal rhabdomyosarcoma and alveolar rhabdomyosarcoma	XH08B3
833440840	Mixed type rhabdomyosarcoma	XH6YL0
1795620341	Rhabdomyosarcoma, NOS	XH0GA1
2124776669	Embryonal rhabdomyosarcoma, pleomorphic	XH4749
1801138837	Sarcoma botryoides	XH7V57
1416193661	Embryonal rhabdomyosarcoma, NOS	XH83G1
27174852	Ectomesenchymoma	XH0S12
1607814945	Adult cellular rhabdomyoma	XH4BG5
735164942	9540/1	
1342540529	9561/3	
706987262	9541/0	
645117096	Leiomyoma, hydropic	XH5Z76
754848708	Leiomyoma, apoplectic	XH8B88
1697320043	9542/3	
68124416	9560/1	
1501834697	Myolipoma	XH6GV7
332644524	Cotyledonoid leiomyoma	XH5G84
541825794	9560/0	
1866683287	9550/0	
1691972249	9540/0	
1083005863	9571/0	
130424967	Cavernous lymphangioma	XH2EU7
358948250	9563/0	
914125517	Capillary lymphangioma	XH6LF7
1111707520	Cystic lymphangioma	XH8G00
386709809	Lymphangiomyoma	XH2DS9
944522143	Haemolymphangioma	XH62A3
705332752	9562/0	
950838670	Cerebellar liponeurocytoma	XH2GB0
2039766091	Central neurocytoma	XH0C11
2068378283	Ganglioglioma, NOS	XH5FJ3
1594631904	Papillary glioneuronal tumour	XH3XU4
629228914	Pineocytoma	XH1K94
1373994611	Spindle cell rhabdomyosarcoma	XH7NM2
880581414	Pleomorphic rhabdomyosarcoma, adult type	XH4VB5
247650242	Myxoid leiomyosarcoma	XH3122
2010081047	Retinoblastoma, spontaneously regressed	XH2F27
762031199	Neurofibromatosis, NOS	
1165461867	Myosarcoma	XH8H07
243018210	Craniopharyngioma, papillary	XH2BF0
1641453049	Fetal rhabdomyoma	XH4729
890296952	Genital rhabdomyoma	XH5AF2
256601600	Angiomyoma	XH7CL0
1602781249	Rhabdomyoma, NOS	XH8WG9
1542783399	Epithelioid leiomyoma	XH8S79
898433742	Cellular leiomyoma	XH9662
1142671419	Alveolar rhabdomyosarcoma	XH7099
615907984	Bizarre leiomyoma	XH9824
1253540231	9540/3	
2071221171	Myoma	XH1CZ1
1912206559	Pleomorphic rhabdomyosarcoma, NOS	XH5SX9
642183197	Melanotic schwannoma	XH2637
1874698779	Craniopharyngioma, adamantinomatous	XH15X9
1414302005	Lipoleiomyoma	XH4FS5
1642090647	Myxoid leiomyoma	XH9CC7
185794736	Glycogenic rhabdomyoma	XH2736
1257410728	Rosette-forming glioneuronal tumour	XH2JU8
2130608749	Pinealoma	XH8QA9
766478646	Leiomyoma, NOS	XH4CY6
1890573639	Plexiform leiomyoma	XH4EP9
286188231	9490/0	
458566858	9570/0	
1324193838	Lymphangioma, NOS	XH9MR8
339416892	Craniopharyngioma	XH1AZ2
350172585	9492/0	
445204761	Extraventricular neurocytoma	XH2HS1
25572241	9493/0	
1540881726	9491/0	
524211093	9490/3	
1348771548	9506/1	
539660079	9509/1	
1260710744	9512/3	
705713423	9501/0	
1607927917	9560/3	
1452390348	9571/3	
513681595	9501/3	
352586165	9505/1	
240431373	9500/3	
562721793	9504/3	
1543421908	9502/3	
569488179	9502/0	
1882872976	9507/0	
2074115488	9503/3	
650031638	9513/3	
709021907	9511/3	
1699354696	9510/3	
1864517564	9510/0	
1417590930	9508/3	
711692861	9505/3	
752283114	9521/3	
1675502973	9520/3	
1773566593	9514/1	
143788524	9522/3	
1397390983	9523/3	
617489082	Intravascular leiomyomatosis	XH60C2
314577600	Leiomyomatosis, NOS	XH2L80
562179438	Metastasizing leiomyoma	XH1EX8
2118155341	Smooth muscle tumour of uncertain malignant potential	XH1EN1
57824022	Leiomyosarcoma, cutaneous	XH22N2
624933714	Smooth muscle tumour, NOS	XH00B4
921054942	8890/1	
312658656	8890/3	
2045699657	8890/0	
203041500	8892/0	
63481926	8893/0	
1599292387	8897/1	
304474672	Leiomyomatosis, peritonealis disseminata	XH8MR2
1614600299	8898/1	
1955032477	8901/3	
1074335785	8902/3	
24355086	8910/3	
612856606	8921/3	
624379148	8905/0	
787426530	8920/3	
406315775	8722/3	
330154993	8720/0	
660109687	8723/0	
439604362	8900/0	
586311979	8720/3	
322992402	8895/3	
1642587255	8912/3	
234395926	8894/0	
423832802	8891/3	
2137426849	8903/0	
1447814263	8891/0	
980227782	8900/3	
1647898144	8722/0	
1225897917	8894/3	
1809661527	8896/3	
102334248	8895/0	
1335482965	8896/0	
474402495	8728/1	
1524452771	8740/3	
90801984	8904/0	
2032803400	8721/3	
1478757387	8745/3	
684241675	8728/3	
1147514279	8742/2	
1596315683	8743/3	
756638821	8727/0	
2123999649	8740/0	
831611190	8730/3	
144077127	8730/0	
399254157	8726/0	
83734352	8744/3	
1362930591	8741/3	
506749706	8741/2	
1199464385	8761/1	
1219288413	8761/0	
35571880	8762/1	
326412850	8760/0	
1270296379	8742/3	
750934137	8720/2	
932372673	8725/0	
1645325554	8728/0	
491035490	8750/0	
1030837026	8761/3	
52206965	8723/3	
573243628	8746/3	
847942482	8771/0	
480225152	8771/3	
1288518689	8780/3	
1402433515	8772/0	
957395550	8774/3	
1753864227	8790/0	
767561126	8772/3	
315904286	8770/3	
63304886	8780/0	
552769176	8780/1	
172319038	8744/0	
643443882	8770/0	
424570898	8773/3	
939503483	Intermediate and giant congenital naevus	XH1XJ3
221881716	8742/0	
691199628	Giant pigmented naevus, NOS	XH2C28
542451430	Pigmented epithelioid melanocytoma	XH4VD0
415192533	Proliferative dermal lesion in congenital naevus	XH6AH3
771414337	Meningeal melanomatosis	XH1BP7
581347651	Acral melanoma	XH9L11
847890533	Malignant melanoma, regressing	XH6XP3
1754943016	Desmoplastic melanoma, amelanotic	XH1P36
1869917341	Low cumulative sun damage melanoma	XH7JW1
473991947	Meningeal melanocytoma	XH2RY7
698038333	Melanoma in situ	XH3XX3
1998972274	Blue naevus, malignant	XH1G74
1487512996	Malignant melanoma in precancerous melanosis	XH7L76
1013288565	Nodular melanoma	XH4QG5
1498779031	Spindle cell melanoma, NOS	XH25M1
208661037	Superficial spreading melanoma	XH08X7
625791806	Malignant melanoma, NOS	XH4846
1927114994	Neurotropic melanoma, malignant	XH5F94
757014993	Mucosal lentiginous melanoma	XH5QP3
499725003	Balloon cell melanoma	XH8TE3
2047141963	Malignant Spitz tumour	XH8DS3
767070625	Malignant melanoma arising in giant congenital naevus	XH5L25
1192627962	Mixed epithelioid and spindle cell melanoma	XH8HA2
148012051	Amelanotic melanoma	XH3TK1
489474651	Malignant melanoma in junctional naevus	XH23B1
716433287	9170/0	
1704095230	9174/1	
714777961	9175/0	
1322813969	Granular cell tumour, NOS	XH09A9
1578959401	Nevoid melanoma	XH8681
1893869866	9171/0	
160923565	Epithelioid cell melanoma	XH0QL5
849382027	Spindle cell melanoma, type B	XH5YE7
1134313939	Precancerous melanosis, NOS	XH41F9
1354558310	9170/3	
1878667778	9174/0	
1122933626	Lentigo maligna	XH9KY6
2124075108	Transitional papilloma, inverted, NOS	XH3HQ8
660487363	Spindle cell melanoma, type A	XH5KW3
641473818	Sinonasal papilloma, exophytic	XH0TP8
382901168	Granular cell tumour of the sellar region	XH2XW8
1462379321	Melanoma, meningeal	XH3DN1
2011782924	Lentigo maligna melanoma	XH9NL4
928521995	Desmoplastic melanoma, NOS	XH1Z15
850274941	8120/2	
230797813	8120/3	
1550583980	8121/0	
487270467	8122/3	
1029040655	8123/3	
1678492776	8121/1	
1420217640	9172/0	
766222489	8130/2	
485755459	8124/3	
1156065022	Urothelial papilloma, NOS	XH5M82
1409073880	8130/1	
1198760960	8120/0	
696604151	8121/3	
1589908008	Urothelial papilloma, inverted	XH5A08
964370273	8131/3	
552794773	9173/0	
421911853	8130/3	
1679690951	Pineoblastoma	XH1ZH1
1455398050	Chordoma, NOS	XH9GH0
249272720	Transitional pineal tumour	XH3D20
1775241004	Neuroectodermal tumour, NOS	XH7K24
940250620	Dysplastic gangliocytoma of cerebellum (Lhermitte-Duclos)	XH6K00
1742747256	Peripheral primitive neuroectodermal tumour	XH6P76
720664478	Chondroid chordoma	XH17D8
458106328	Ewing sarcoma	XH8KJ8
1910553231	Mixed pineal tumour	XH2S71
1631660343	Dedifferentiated chordoma	XH7303
351776070	Askin tumour	XH0FH0
575417126	Gangliocytoma	XH6KA6
1107564829	Ganglioneuroma	XH03L9
324127006	Pacinian tumour	XH8NQ6
1216986737	Teratoid medulloepithelioma, benign	XH5NR7
2106489349	Medulloepithelioma, benign	XH28W9
1757181491	Retinocytoma	XH5AV1
406773184	Atypical teratoid/rhabdoid tumour	XH7ZQ4
1201112723	Ganglioglioma, anaplastic	XH2GG3
174460848	Pineal parenchymal tumour of intermediate differentiation	XH1S48
883278510	Neuroblastoma, NOS	XH85Z0
1916269207	Ganglioneuroblastoma	XH77W7
501365817	Ganglioneuroblastoma, intermixed	XH0RB7
401366818	Teratoid medulloepithelioma	XH0AM8
1382625499	Spongioneuroblastoma	XH49K9
335205580	CNS ganglioneuroblastoma	XH70S0
21495372	Neuroepithelioma, NOS	XH9FP2
2144136007	Retinoblastoma, NOS	XH8WC7
2074937915	Medulloepithelioma, NOS	XH2WK5
1741243615	Ganglioneuromatosis	XH6LR5
931014416	Retinoblastoma, undifferentiated	XH7KP6
868462896	Retinoblastoma, differentiated	XH6JM6
122539164	Olfactory neurogenic tumour	XH09A4
1493574777	Retinoblastoma, diffuse	XH1YZ7
1047011442	9350/1	
657584717	9352/1	
1841491207	Part or component of powered or unpowered watercraft	XE5G3
506913342	9351/1	
1877382372	CNS embryonal tumor with rhabdoid features	XH3AV2
1748581080	9360/1	
1299262449	Olfactory neuroepithelioma	XH2Y49
946577799	9364/3	
376330391	9361/1	
53002801	Olfactory neuroblastoma	XH50L1
46065519	9363/0	
2062191047	Unpowered watercraft or means of water transport	XE29V
961418820	Olfactory neurocytoma	XH7QE0
1133651079	Powered watercraft or means of water transport	XE70T
585114915	9362/3	
1395100944	9370/0	
2003003666	9365/3	
399418297	9370/3	
2087572405	Papillary urothelial neoplasm of low malignant potential	XH5UU5
323281018	Urothelial carcinoma in situ	XH5GH8
1291421775	Schneiderian papilloma, inverted	XH4PB5
1302293780	9372/3	
1765070221	Cylindrical cell papilloma	XH7R01
598704790	Papillary urothelial carcinoma, non-invasive	XH12F0
1481399604	Balloon cell naevus	XH8RN4
289853009	9373/0	
1199375606	Compound naevus	XH27A6
1489398574	9371/3	
707569757	Sinonasal papilloma, inverted	XH8FH7
1562681815	Melanocytoma, NOS	XH02Z5
935192475	Dysplastic naevus	XH9035
1564097068	Epithelioid and spindle cell naevus	XH2HG8
954308505	Dermal naevus	XH2MQ5
1213903814	Hairy naevus	XH8ZB4
1565601828	Pigmented spindle cell naevus of Reed	XH2P88
729604718	Pigmented naevus, NOS	XH4L78
1396560491	Spindle cell naevus, NOS	XH9QV1
1660031444	Magnocellular naevus	XH1BE4
1867267894	Sinonasal papilloma, oncocytic	XH8CD4
1753200312	Nonpigmented naevus	XH0XH2
1390983346	Epithelioid cell naevus	XH79G6
1835195304	Cellular blue naevus	XH3X84
137856131	Halo naevus	XH5971
1455769579	Junctional naevus, NOS	XH1M79
432902014	Meningeal melanocytosis	XH8974
574837203	Diffuse melanocytosis	XH6DN3
358045290	Adenomatoid odontogenic tumour	XH2SD0
997952341	Deep penetrating naevus	XH81Y1
850063101	Cementoblastoma, benign	XH4VL1
1418342908	Naevus spilus	XH40S8
1416605613	Calcifying odontogenic cyst	XH3R33
15604794	Spitz naevus, atypical	XH9WF4
1295416724	Ameloblastic fibrodentinoma	XH0964
375211266	Blue nevus, NOS	XH7QJ7
1557327254	Gigantiform cementoma	XH6W94
1997318044	Neuronevus	XH8CU4
907507907	Ameloblastic fibro-odontoma	XH44W7
733049890	Peripheral odontogenic fibroma	XH2M31
670296261	Odontogenic tumour, benign	XH43L1
619512864	Dentinogenic ghost cell tumour	XH12N4
501879891	Compound odontoma	XH57B1
82939534	Calcifying epithelial odontogenic tumour	XH4PT4
953915794	Meyerson naevus	XH8NP4
50959400	Simple lentigo	XH88L0
1335971448	Conjunctival naevus	XH8FS8
1160571164	Genital naevus	XH5EL4
1920647300	Congenital melanocytic naevus, NOS	XH5YN0
1657878350	Cemento-ossifying fibroma	XH52T0
1100054308	Combined naevus	XH0DU8
173223388	Odontoma, NOS	XH4QJ8
1641526172	Ball used in sport	XE5BJ
520760290	Cementoma, NOS	XH8FX0
1683768359	Squamous odontogenic tumour	XH4PV9
1507648172	Acral naevus	XH9DB2
1740410944	Ameloblastoma, extraosseous/peripheral type	XH4KQ4
135569947	Complex odontoma	XH7H47
1388540956	Ameloblastoma, unicystic type	XH5ZZ6
1848908763	Ameloblastic fibroma	XH06Y3
350154668	Odontoameloblastoma	XH06N8
710820956	Equipment with wheels or designed for movement, mainly for use in sports or recreational activity	XE70Q
2115730173	Odontogenic fibroma, NOS	XH1MT3
129237528	Lentiginous melanocytic naevus	XH9QC8
1487871708	Hand-held sports equipment	XE68L
1999601926	Cementifying fibroma	XH5Y46
1661580477	Plant	XE3C1
1059291964	Odontogenic myxoma	XH48L4
1031151772	Underwater diving equipment	XE9TA
1297710397	Insect, invertebrate	XE6UV
92385094	Ameloblastoma, NOS	XH1SV4
1334278684	Equipment or structure for playing sports or exercise	XE0AQ
1667979069	Certain specified equipment for sports or recreational activity	XE8FX
679494525	Land mammal	XE813
924375465	Sinonasal ameloblastoma	XH39C5
114330365	Reptile or amphibian	XE1PT
1067984829	Marine animal	XE2AH
1517361661	Bird	XE6L5
1774919252	Part or component of powered or unpowered aircraft	XE79E
301526589	Person	XE653
2084404659	Cleaning or laundering appliance or tool	XE87D
2128837268	Unpowered aircraft or means of air transport	XE4QU
191900029	Light transport vehicle with four or more wheels	XE3GH
1162203379	Cooking or kitchen appliance	XE68B
1342366583	Odontogenic tumour, NOS	XH1P03
622911741	Rail vehicle	XE0ZK
1090117309	Person-powered means of transport	XE81T
1856575293	Motorised two- or three-wheeled vehicle	XE3ZP
1201395668	Powered aircraft or means of air transport	XE9LQ
839418941	Parts or components of land vehicle or means of land transport	XE0YD
1111833116	Certain specified land vehicle or means of land transport	XE3C0
2038526973	Animal-powered means of transport	XE1MP
475549117	Heavy transport vehicle with four or more wheels	XE4NR
1109907866	Mobile machinery or special purpose vehicle mainly used in agriculture	XE7X0
2069853402	Mobile machinery or special purpose vehicle mainly used in industry	XE0M8
1083915581	Certain specified mobile machinery or special purpose vehicle	XE381
1819742234	Mobile machinery or special purpose vehicle mainly used in construction	XE1GE
434390003	Sewing appliance or equipment	XE9WK
547155635	Entertainment appliance	XE80T
330697877	9270/0	
1556005888	9270/1	
370790052	Cord of household appliance, extension cord	XE2MS
753980915	9272/0	
589453167	9271/0	
248260403	Heating or cooling appliance	XE84K
711256266	9281/0	
1796544883	Lighting appliance	XE4KD
2029658114	9270/3	
1771061916	9274/0	
1014498469	9280/0	
